school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Total,Grades
MS,M,17,U,LE3,T,4,4,other,services,home,mother,0,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,45,Very Good
MS,F,17,R,GT3,T,4,1,other,other,other,mother,0,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,41,Very Good
MS,M,16,U,LE3,T,2,2,services,services,other,mother,1,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,29,Satisfied
MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,0,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,1,9,9,9,27,Satisfied
MS,F,16,U,LE3,T,4,4,services,services,other,father,1,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,33,Satisfied
MS,M,17,U,GT3,T,3,3,services,services,home,mother,0,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,3,4,3,1,7,10,9,26,Satisfied
MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,30,Satisfied
MS,M,16,U,GT3,T,2,1,health,services,other,mother,1,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,1,9,7,8,24,Fail
MS,F,16,U,LE3,T,2,1,other,services,other,mother,0,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,45,Very Good
MS,M,16,U,LE3,T,4,4,teacher,health,other,father,0,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,4,5,0,11,12,12,35,Good
MS,M,15,R,GT3,T,1,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,1,9,11,10,30,Satisfied
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,1,13,14,14,41,Very Good
MS,M,15,U,LE3,A,2,1,services,services,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,1,12,13,12,37,Good
MS,F,16,R,LE3,T,2,2,other,other,course,mother,0,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,1,11,11,11,33,Satisfied
MS,F,16,U,LE3,T,4,1,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,1,9,10,10,29,Satisfied
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,1,9,11,11,31,Satisfied
MS,F,17,R,GT3,T,2,2,other,other,other,mother,1,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,31,Satisfied
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,33,Satisfied
MS,M,17,R,GT3,T,4,4,health,other,course,father,1,1,1,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,1,9,9,8,26,Satisfied
MS,M,17,R,LE3,T,1,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,1,12,11,12,35,Good
MS,M,17,U,GT3,T,3,4,services,other,other,mother,0,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,1,8,9,8,25,Satisfied
MS,F,17,U,GT3,T,4,4,health,health,course,father,0,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,44,Very Good
MS,M,16,R,LE3,T,4,1,other,at_home,other,father,0,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,32,Satisfied
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,0,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,1,11,10,11,32,Satisfied
MS,F,17,R,GT3,T,4,2,other,other,course,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,53,Excellent
MS,M,16,U,LE3,A,2,2,other,services,course,father,1,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,38,Good
MS,M,17,U,GT3,T,3,2,other,other,other,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,40,Very Good
MS,M,over_18,U,GT3,T,1,1,other,other,other,mother,0,2,1,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,1,9,9,10,28,Satisfied
MS,M,17,U,LE3,A,1,1,other,other,home,mother,0,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,1,11,11,12,34,Good
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,1,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,1,10,11,10,31,Satisfied
MS,F,16,R,GT3,T,1,2,other,other,home,father,0,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,1,13,14,13,40,Very Good
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,0,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,1,9,10,11,30,Satisfied
MS,F,17,R,GT3,T,3,1,other,other,course,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,1,7,9,10,26,Satisfied
MS,M,17,R,GT3,T,2,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,4,5,0,8,13,10,31,Satisfied
MS,M,18,R,GT3,T,1,1,at_home,at_home,course,other,1,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,37,Good
MS,M,17,R,GT3,T,1,1,other,services,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,29,Satisfied
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,1,10,9,10,29,Satisfied
MS,F,16,R,LE3,T,2,2,other,services,course,father,0,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,36,Good
MS,M,17,U,GT3,T,2,2,other,other,course,mother,0,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,7,Fail
MS,M,16,R,GT3,T,3,2,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,1,11,9,10,30,Satisfied
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,29,Satisfied
MS,M,18,R,GT3,T,1,1,services,other,course,other,1,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,1,9,7,9,25,Satisfied
MS,M,18,R,GT3,T,3,2,services,other,course,mother,0,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,4,Fail
MS,M,over_18,U,GT3,T,3,2,at_home,services,course,mother,1,1,1,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,1,6,11,9,26,Satisfied
MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,0,2,1,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,1,4,8,8,20,Fail
MS,M,16,R,GT3,T,2,2,services,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,1,7,8,8,23,Fail
MS,M,over_18,U,GT3,T,2,1,at_home,other,course,other,1,1,1,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,1,8,9,9,26,Satisfied
MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,1,2,1,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,1,5,5,7,17,Fail
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,0,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,1,7,9,10,26,Satisfied
MS,M,over_18,R,GT3,T,1,1,other,other,course,other,1,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,1,8,11,10,29,Satisfied
MS,F,18,R,GT3,A,4,3,services,services,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,1,10,11,10,31,Satisfied
MS,M,18,R,GT3,T,3,2,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,3,4,5,1,9,10,11,30,Satisfied
MS,M,over_18,R,GT3,T,1,1,other,services,home,other,1,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,1,10,9,11,30,Satisfied
MS,M,17,U,GT3,T,3,3,health,other,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,1,8,9,10,27,Satisfied
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,0,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,28,Satisfied
MS,M,over_18,R,GT3,T,1,1,other,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,1,8,9,10,27,Satisfied
MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,1,2,1,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,1,6,8,8,22,Fail
MS,F,over_18,U,LE3,A,1,1,at_home,other,course,mother,0,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,21,Fail
MS,F,18,R,GT3,T,2,2,other,other,other,mother,1,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,14,Fail
MS,F,17,R,GT3,T,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,32,Satisfied
MS,F,17,R,LE3,A,3,1,other,at_home,course,other,1,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,1,8,7,8,23,Fail
MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,0,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,16,Fail
MS,F,18,R,LE3,T,2,2,services,services,course,mother,0,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,1,7,6,8,21,Fail
MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,0,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,27,Satisfied
MS,F,17,U,LE3,T,1,2,at_home,other,course,father,0,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,27,Satisfied
MS,F,18,U,GT3,T,1,1,other,other,course,mother,1,2,1,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,1,7,8,7,22,Fail
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,1,12,13,14,39,Good
MS,F,17,U,GT3,T,3,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,36,Good
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,39,Good
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,54,Excellent
MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,0,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,1,17,17,17,51,Excellent
MS,F,17,U,GT3,T,4,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,53,Excellent
MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,1,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,9,Fail
MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,1,1,0,no,yes,no,no,no,yes,no,no,4,1,4,3,4,1,1,10,11,11,32,Satisfied
MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,1,12,13,14,39,Good
MS,M,17,R,GT3,T,1,1,other,services,other,father,1,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,1,12,13,14,39,Good
MS,F,18,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,1,8,8,10,26,Satisfied
MS,F,18,U,LE3,T,2,2,services,services,course,father,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,36,Good
MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,0,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,5,Fail
MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,1,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,1,9,10,10,29,Satisfied
MS,F,over_18,U,GT3,T,1,1,at_home,services,other,father,1,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,5,Fail
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,1,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,54,Excellent
MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,1,11,11,12,34,Good
MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,0,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,1,8,10,11,29,Satisfied
MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,1,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,34,Good
MS,F,over_18,R,GT3,A,1,1,at_home,at_home,course,other,1,2,1,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,8,Fail
MS,F,18,R,GT3,T,2,2,services,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,1,14,14,15,43,Very Good
MS,M,17,R,GT3,T,4,3,services,other,home,mother,1,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,1,10,11,11,32,Satisfied
MS,F,18,U,GT3,T,3,3,services,services,course,father,0,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,30,Satisfied
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,1,12,12,12,36,Good
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,44,Very Good
MS,M,18,U,LE3,T,1,1,other,services,home,father,1,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,1,14,13,14,41,Very Good
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,1,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,54,Excellent
MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15,46,Excellent
MS,F,18,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,1,13,12,13,38,Good
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,0,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,1,15,14,15,44,Very Good
MS,F,17,R,GT3,T,1,2,other,services,course,father,1,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,39,Good
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,27,Satisfied
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,47,Excellent
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,1,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,25,Satisfied
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,30,Satisfied
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,1,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,3,2,5,0,7,5,0,12,Fail
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,1,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,1,9,10,10,29,Satisfied
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,0,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,1,10,11,12,33,Satisfied
MS,F,17,R,GT3,T,1,2,other,other,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,1,7,8,9,24,Fail
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,49,Excellent
MS,F,18,R,GT3,T,1,1,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,1,10,11,12,33,Satisfied
MS,F,over_18,R,GT3,T,1,1,at_home,other,course,other,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,1,7,8,9,24,Fail
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,0,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,41,Very Good
MS,F,18,U,GT3,T,3,3,other,other,home,mother,0,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,48,Excellent
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,0,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,1,8,9,9,26,Satisfied
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,0,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,1,17,18,19,54,Excellent
MS,M,18,R,GT3,T,2,1,other,other,other,mother,1,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,14,Fail
MS,M,17,U,GT3,T,2,3,other,services,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,1,14,15,16,45,Very Good
MS,M,over_18,R,GT3,T,1,1,other,services,other,mother,1,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,13,Fail
MS,M,18,R,GT3,T,4,2,other,other,home,father,1,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,3,3,3,0,7,7,0,14,Fail
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,1,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,46,Excellent
MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,26,Satisfied
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,1,7,9,10,26,Satisfied
MS,F,over_18,R,GT3,T,2,3,services,other,course,mother,0,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,1,10,11,10,31,Satisfied
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,0,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,1,15,15,16,46,Excellent
MS,F,18,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,1,11,12,9,32,Satisfied
MS,M,17,U,LE3,T,3,1,services,services,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,1,10,10,10,30,Satisfied
MS,M,18,R,LE3,T,3,2,services,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,1,10,11,11,32,Satisfied
GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,1,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,1,5,6,6,17,Fail
GP,F,17,U,GT3,T,1,1,at_home,other,course,father,0,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,1,5,5,6,16,Fail
GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,0,2,1,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,3,1,7,8,10,25,Satisfied
GP,F,15,U,GT3,T,4,2,health,services,home,mother,0,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,1,15,14,15,44,Very Good
GP,F,16,U,GT3,T,3,3,other,other,home,father,0,2,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,2,5,1,6,10,10,26,Satisfied
GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,0,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,1,15,15,15,45,Very Good
GP,M,16,U,LE3,T,2,2,other,other,home,mother,0,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,12,12,11,35,Good
GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,1,6,5,6,17,Fail
GP,M,15,U,LE3,A,3,2,services,other,home,mother,0,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,0,16,18,19,53,Excellent
GP,M,15,U,GT3,T,3,4,other,other,home,mother,0,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0,14,15,15,44,Very Good
GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,0,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,2,0,10,8,9,27,Satisfied
GP,F,15,U,GT3,T,2,1,services,other,reputation,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,1,10,12,12,34,Good
GP,M,15,U,LE3,T,4,4,health,services,course,father,0,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,1,14,14,14,42,Very Good
GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,1,10,10,11,31,Satisfied
GP,M,15,U,GT3,A,2,2,other,other,home,other,0,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,16,16,46,Excellent
GP,F,16,U,GT3,T,4,4,health,other,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,1,14,14,14,42,Very Good
GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,0,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,1,13,14,14,41,Very Good
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,1,8,10,10,28,Satisfied
GP,M,16,U,LE3,T,4,3,health,other,home,father,0,1,0,no,no,yes,yes,yes,yes,yes,no,3,1,3,1,3,5,1,8,10,10,28,Satisfied
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,0,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,13,14,15,42,Very Good
GP,M,15,U,GT3,T,4,4,health,health,other,father,0,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,12,15,15,42,Very Good
GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,0,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,1,15,15,16,46,Excellent
GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,0,13,13,12,38,Good
GP,F,15,R,GT3,T,2,4,services,health,course,mother,0,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,1,10,9,8,27,Satisfied
GP,F,16,U,GT3,T,2,2,services,services,home,mother,0,1,1,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,5,1,6,9,8,23,Fail
GP,M,15,U,GT3,T,2,2,other,other,home,mother,0,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,5,1,12,12,11,35,Good
GP,M,15,U,GT3,T,4,2,health,services,other,mother,0,1,0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,1,1,15,16,15,46,Excellent
GP,M,16,U,LE3,A,3,4,services,other,home,mother,0,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,1,11,11,11,33,Satisfied
GP,M,15,U,GT3,T,4,4,health,services,home,mother,0,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,9,11,12,32,Satisfied
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,17,16,17,50,Excellent
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,0,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,17,16,16,49,Excellent
GP,M,15,U,LE3,T,3,3,other,other,course,mother,0,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,30,Satisfied
GP,M,16,U,GT3,T,3,2,other,other,home,mother,0,1,0,no,yes,yes,no,no,yes,yes,no,5,4,3,1,1,5,0,12,14,15,41,Very Good
GP,F,15,U,GT3,T,2,3,other,other,other,father,1,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,0,8,7,6,21,Fail
GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,0,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,1,15,16,18,49,Excellent
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,1,15,16,15,46,Excellent
GP,F,15,R,GT3,T,3,4,services,health,course,mother,0,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,1,12,12,11,35,Good
GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,0,1,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,1,14,13,13,40,Very Good
GP,M,15,U,LE3,T,4,4,teacher,other,home,other,0,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,1,12,12,12,36,Good
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,0,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,1,19,18,18,55,Excellent
GP,M,15,U,GT3,T,2,2,services,services,course,father,0,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,8,8,11,27,Satisfied
GP,F,16,U,LE3,T,2,2,other,at_home,course,father,1,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,1,10,10,9,29,Satisfied
GP,F,15,U,LE3,A,4,3,other,other,course,mother,0,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,1,8,8,6,22,Fail
GP,F,16,U,LE3,A,3,3,other,services,home,mother,0,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,1,11,12,11,34,Good
